publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Altorientalische Forschungen	0232-8461	2196-6761	1975	3		2015	41		http://www.degruyter.com/view/j/aofo		aofo		fulltext		AKADEMIE VERLAG	serial								
Advanced Optical Technologies	2192-8576	2192-8584	2012	1		2015	4		http://www.degruyter.com/view/j/aot		aot		fulltext		THOSS Media & De Gruyter	serial								
Advances in Pure and Applied Mathematics	1867-1152	1869-6090	2010	1		2015	6		http://www.degruyter.com/view/j/apam		apam		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Apeiron	0003-6390	2156-7093	1967	1		2015	48		http://www.degruyter.com/view/j/apeiron		apeiron		fulltext		De Gruyter	serial								
Archiv für Papyrusforschung und verwandte Gebiete	0066-6459	1867-1551	1901			2015			http://www.degruyter.com/view/j/apf		apf		fulltext		Walter de Gruyter, Berlin / New York	serial								
Asia-Pacific Journal of Risk and Insurance	2194-606X	2153-3792	2005	1		2015	9		http://www.degruyter.com/view/j/apjri		apjri		fulltext		De Gruyter	serial								
Arbitrium	0723-2977	1865-8849	1985			2015			http://www.degruyter.com/view/j/arbi		arbi		fulltext		Walter de Gruyter, Berlin / New York	serial								
Arcadia - Internationale Zeitschrift für Literaturwissenschaft / International Journal for Literary Studies	0003-7982	1613-0642	1966	1		2015	50		http://www.degruyter.com/view/j/arca		arca		fulltext		Walter de Gruyter, Berlin / New York	serial								
Archiv für Reformationsgeschichte - Archive for Reformation History	0003-9381	2198-0489	1904	1		2015	106		http://www.degruyter.com/view/j/arg		arg		fulltext		Gütersloher Verlagshaus	serial								
Archiv für Reformationsgeschichte/Literaturbericht	0341-8375	2198-0497	1972	1		2015	44		http://www.degruyter.com/view/j/argl		argl		fulltext		Gütersloher Verlagshaus	serial								
Aschkenas	1016-4987		1992	2		2015	92		http://www.degruyter.com/view/j/asch		asch		fulltext		Walter de Gruyter, Berlin / New York	serial								
Asiatische Studien - Études Asiatiques	0004-4717	2235-5871	2014	68		2015	69		http://www.degruyter.com/view/j/asia		asia		fulltext		De Gruyter	serial								
at - Automatisierungstechnik	0178-2312	2196-677X	1964	12		2015	63		http://www.degruyter.com/view/j/auto		auto		fulltext		OLDENBOURG WISSENSCHAFTSVERLAG	serial								
Archivalische Zeitschrift	0003-9497	2194-3826	1876	1		2013	93		http://www.degruyter.com/view/j/az		az		fulltext		Böhlau Verlag	serial								
Bio-Algorithms and Med-Systems	1895-9091	1896-530X	2012	8		2015	11		http://www.degruyter.com/view/j/bams		bams		fulltext		De Gruyter	serial								
Business and Politics	1369-5258	1469-3569	1999	1		2015	17		http://www.degruyter.com/view/j/bap		bap		fulltext		De Gruyter	serial								
Biological Chemistry	1431-6730	1437-4315	1997	378		2015	396		http://www.degruyter.com/view/j/bchm		bchm		fulltext		Walter de Gruyter	serial								
Zeitschrift für physiologische Chemie			1878	1		1895	20		http://www.degruyter.com/view/j/bchm		bchm1		fulltext		Walter de Gruyter, Berlin / New York	serial								
Hoppe-Seyler´s Zeitschrift für physiologische Chemie	0018-4888	1437-4315	1896	1		1984	365		http://www.degruyter.com/view/j/bchm		bchm2		fulltext		Walter de Gruyter, Berlin / New York	serial								
Biological Chemistry Hoppe-Seyler	0177-3593	1437-4315	1985	366		1996	377		http://www.degruyter.com/view/j/bchm		bchm3		fulltext		Walter de Gruyter, Berlin / New York	serial								
Bibliotheksdienst	0006-1972	2194-9646	1967	1		2015	49		http://www.degruyter.com/view/j/bd		bd		fulltext		De Gruyter	serial								
The B.E. Journal of Economic Analysis & Policy	2194-6108	1935-1682	2001	1		2015	15		http://www.degruyter.com/view/j/bejeap		bejeap		fulltext		De Gruyter	serial								
The B.E. Journal of Macroeconomics	2194-6116	1935-1690	2001	1		2015	15		http://www.degruyter.com/view/j/bejm		bejm		fulltext		De Gruyter	serial								
The B.E. Journal of Theoretical Economics	2194-6124	1935-1704	2001	1		2015	15		http://www.degruyter.com/view/j/bejte		bejte		fulltext		De Gruyter	serial								
BIBLIOTHEK Forschung und Praxis	0341-4183	1865-7648	1977	1		2015	39		http://www.degruyter.com/view/j/bfup		bfup		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Beiträge zur Geschichte der deutschen Sprache und Literatur (PBB)	0005-8076	1865-9373	1874			2015			http://www.degruyter.com/view/j/bgsl		bgsl		fulltext		Niemeyer, Tübingen	serial								
BIOmaterialien	1616-0177	2191-4672	2000	1		2015	16		http://www.degruyter.com/view/j/biomat		biomat		fulltext		De Gruyter	serial								
Basic Income Studies	2194-6094	1932-0183	2006	1		2015	9		http://www.degruyter.com/view/j/bis		bis		fulltext		De Gruyter	serial								
BioMolecular Concepts	1868-5021	1868-503X	2010	1		2015	6		http://www.degruyter.com/view/j/bmc		bmc		fulltext		Walter de Gruyter	serial								
Biomedizinische Technik/Biomedical Engineering	0013-5585	1862-278X	1956	1		2015	60		http://www.degruyter.com/view/j/bmte		bmte		fulltext		Walter de Gruyter, Berlin / New York	serial								
Botanica Marina	0006-8055	1437-4323	1959	1		2015	58		http://www.degruyter.com/view/j/botm		botm		fulltext		Walter de Gruyter, Berlin / New York	serial								
Bildung und Erziehung	0006-2456	2194-3834	1948	1		2015	68		http://www.degruyter.com/view/j/bue		bue		fulltext		Böhlau Verlag GmbH & CIE.	serial								
Byzantinische Zeitschrift	0007-7704	1864-449X	1892	1		2015	108		http://www.degruyter.com/view/j/byzs		byzs		fulltext		Walter de Gruyter, Berlin / New York	serial								
Chinese as a Second Language Research	2193-2263	2193-2271	2012	1		2015	4		http://www.degruyter.com/view/j/caslar		caslar		fulltext		De Gruyter Mouton	serial								
Clinical Chemistry and Laboratory Medicine	1434-6621	1437-4331	1963	1		2015	53		http://www.degruyter.com/view/j/cclm		cclm		fulltext		Walter de Gruyter, Berlin / New York	serial								
Language Learning in Higher Education	2191-611X	2191-6128	2012	1		2015	5		http://www.degruyter.com/view/j/cercles		cercles		fulltext		De Gruyter Mouton	serial								
Chinese Archaeology	5004-4295	2160-5068	2001	1		2015	15		http://www.degruyter.com/view/j/char		char		fulltext		De Gruyter	serial								
Chinese Journal of Applied Linguistics	2192-9505	2192-9513	2011	34		2015	38		http://www.degruyter.com/view/j/cjal		cjal		fulltext		De Gruyter Mouton	serial								
Corpus Linguistics and Linguistic Theory	1613-7027	1613-7035	2005	1		2015	11		http://www.degruyter.com/view/j/cllt		cllt		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Computational Methods in Applied Mathematics	1609-4840	1609-9389	2001	1		2015	15		http://www.degruyter.com/view/j/cmam		cmam		fulltext		De Gruyter	serial								
Cognitive Linguistics	0936-5907	1613-3641	1990	1		2015	26		http://www.degruyter.com/view/j/cogl		cogl		fulltext		Walter de Gruyter, Berlin / New York	serial								
Communications	0341-2059	1613-4087	1976	2		2015	40		http://www.degruyter.com/view/j/comm		comm		fulltext		Walter de Gruyter, Berlin / New York	serial								
Corrosion Reviews	0334-6005	2191-0316	1987	7		2015	33		http://www.degruyter.com/view/j/corrrev		corrrev		fulltext		De Gruyter	serial								
Chemical Product and Process Modeling	2194-6159	1934-2659	2006	1		2015	10		http://www.degruyter.com/view/j/cppm		cppm		fulltext		De Gruyter	serial								
Conceptus	0010-5155	2196-9523	2008	37		2015	42		http://www.degruyter.com/view/j/cpt		cpt		fulltext		De Gruyter	serial								
Computer und Recht	0179-1990	2194-4172	2005	21		2015	31		http://www.degruyter.com/view/j/cr		cr		fulltext		Verlag Dr. Otto Schmidt	serial								
Computer Law Review International	1610-7608	2194-4164	2005	6		2015	16		http://www.degruyter.com/view/j/cri		cri		fulltext		Verlag Dr. Otto Schmidt	serial								
Journal für die reine und angewandte Mathematik (Crelles Journal)	0075-4102	1435-5345	1826			2015			http://www.degruyter.com/view/j/crll		crll		fulltext		Walter de Gruyter, Berlin / New York	serial								
Case Reports in Perinatal Medicine	2192-8932	2192-8959	2012	1		2015	4		http://www.degruyter.com/view/j/crpm		crpm		fulltext		De Gruyter	serial								
Chinese Semiotic Studies	2198-9605	2198-9613	2009	1		2015	11		http://www.degruyter.com/view/j/css		css		fulltext		De Gruyter	serial								
Deutsches Dante-Jahrbuch	0070-444X	2194-4059	1949	28		2015	90		http://www.degruyter.com/view/j/dante		dante		fulltext		De Gruyter	serial								
Dialectologia et Geolinguistica	0942-4040	1867-0903	1993			2015			http://www.degruyter.com/view/j/dig		dig		fulltext		Walter de Gruyter, Berlin / New York	serial								
Discrete Mathematics and Applications	0924-9265	1569-3929	1991	1		2015	25		http://www.degruyter.com/view/j/dma		dma		fulltext		Walter de Gruyter, Berlin / New York	serial								
Drug Metabolism and Drug Interactions	0792-5077	2191-0162	1980	3		2015	30		http://www.degruyter.com/view/j/dmdi		dmdi		fulltext		De Gruyter	serial								
Mitteilungen der Deutschen Mathematiker-Vereinigung	0947-4471	0942-5977	1993	1		2015	23		http://www.degruyter.com/view/j/dmvm		dmvm		fulltext		De Gruyter	serial								
Der Donauraum	0012-5415	2307-289X	1956			2013			http://www.degruyter.com/view/j/dnrm		dnrm		fulltext		Böhlau Verlag GmbH & Co.KG	serial								
Demokratie und Geschichte	2227-7633	2307-2881	1997	1		2010	14		http://www.degruyter.com/view/j/dug		dug		fulltext		Böhlau Verlag GmbH & Co.KG	serial								
Deutsche Zeitschrift für Wirtschafts- und Insolvenzrecht	1439-1589	1612-7056	1991			2015			http://www.degruyter.com/view/j/dwir		dwir		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Deutsche Zeitschrift für Philosophie	0012-1045	2192-1482	1953	1		2015	63		http://www.degruyter.com/view/j/dzph		dzph		fulltext		AKADEMIE VERLAG	serial								
English and American Studies in German	0071-0490	1865-8946	1969			2015			http://www.degruyter.com/view/j/east		east		fulltext		Walter de Gruyter	serial								
European Company and Financial Law Review	1613-2548	1613-2556	2004	1		2015	11		http://www.degruyter.com/view/j/ecfr		ecfr		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Editio	0931-3079	1865-9446	1988	2		2015	29		http://www.degruyter.com/view/j/edit		edit		fulltext		Walter de Gruyter	serial								
Energy Harvesting and Systems	2329-8774	2329-8766	2014	1		2015	2		http://www.degruyter.com/view/j/ehs		ehs		fulltext		De Gruyter	serial								
European Journal of Nanomedicine	1662-5986	1662-596X	2008	1		2015	7		http://www.degruyter.com/view/j/ejnm		ejnm		fulltext		De Gruyter	serial								
European Journal of Scandinavian Studies	2191-9399	2191-9402	2010	38		2015	45		http://www.degruyter.com/view/j/ejss		ejss		fulltext		De Gruyter	serial								
Epidemiologic Methods	2194-9263	2161-962X	2012	1		2015	4		http://www.degruyter.com/view/j/em		em		fulltext		De Gruyter	serial								
European Property Law Journal	2190-8273	2190-8362	2012	1		2015	4		http://www.degruyter.com/view/j/eplj		eplj		fulltext		De Gruyter	serial								
e-Polymers	2197-4586	1618-7229	2001	1		2015	15		http://www.degruyter.com/view/j/epoly		epoly		fulltext		De Gruyter	serial								
Economic Quality Control	0940-5151	1869-6147	2001	16		2015	30		http://www.degruyter.com/view/j/eqc		eqc		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
European Review of Contract Law	1614-9920	1614-9939	2005	1		2015	11		http://www.degruyter.com/view/j/ercl		ercl		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Entrepreneurship Research Journal	2194-6175	2157-5665	2011	1		2015	5		http://www.degruyter.com/view/j/erj		erj		fulltext		De Gruyter	serial								
European Tort Law Yearbook	2190-7773	2190-7781	2010			2015			http://www.degruyter.com/view/j/etly		etly		fulltext		De Gruyter	serial								
Etruscan Studies	1080-1960	2163-8217	1994	1		2015	18		http://www.degruyter.com/view/j/etst		etst		fulltext		De Gruyter	serial								
European Journal of Applied Linguistics	2192-9521	2192-953X	2013	1		2015	3		http://www.degruyter.com/view/j/eujal		eujal		fulltext		De Gruyter Mouton	serial								
The Economists' Voice	2194-6167	1553-3832	2004	1		2015	12		http://www.degruyter.com/view/j/ev		ev		fulltext		De Gruyter	serial								
Evangelische Theologie	0014-3502	2198-0470	1935	2		2015	75		http://www.degruyter.com/view/j/evth		evth		fulltext		Gütersloher Verlagshaus	serial								
Fabula	0014-6242	1316-0464	1958	1		2015	56		http://www.degruyter.com/view/j/fabl		fabl		fulltext		Walter de Gruyter, Berlin / New York	serial								
Forum for Health Economics & Policy	2194-6191	1558-9544	1998	1		2015	18		http://www.degruyter.com/view/j/fhep		fhep		fulltext		De Gruyter	serial								
Figurationen	1439-4367	2194-363X	2000	1		2015	16		http://www.degruyter.com/view/j/figurationen		figurationen		fulltext		Böhlau Verlag GmbH & CIE.	serial								
Folia Linguistica Historica	0168-647X	1614-7316	1980	14		2015	47		http://www.degruyter.com/view/j/flih		flih		fulltext		De Gruyter Mouton	serial								
Folia Linguistica	0165-4004	1614-7308	1967	1		2015	49		http://www.degruyter.com/view/j/flin		flin		fulltext		Walter de Gruyter, Berlin / New York	serial								
Frühmittelalterliche Studien	0071-9706	1613-0812	1967	1		2015	48		http://www.degruyter.com/view/j/fmst		fmst		fulltext		Walter de Gruyter	serial								
The Forum	2194-6183	1540-8884	2002	1		2015	13		http://www.degruyter.com/view/j/for		for		fulltext		De Gruyter	serial								
Forum Mathematicum	0933-7741	1435-5337	1989	1		2015	27		http://www.degruyter.com/view/j/form		form		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Finanz-Rundschau Ertragsteuerrecht	0940-452X	2194-4156	2005	87		2015	97		http://www.degruyter.com/view/j/fr		fr		fulltext		Verlag Dr. Otto Schmidt	serial								
Frequenz	0016-1136	2191-6349	1949	3		2015	69		http://www.degruyter.com/view/j/freq		freq		fulltext		De Gruyter	serial								
Forum für osteuropäische Ideen -und Zeitgeschichte	1433-4887	2194-3672	1997	1		2013	17		http://www.degruyter.com/view/j/frm		frm		fulltext		Böhlau Verlag GmbH & CIE.	serial								
International Yearbook of Futurism Studies	2192-0281	2192-029X	2011	1		2013	3		http://www.degruyter.com/view/j/futur		futur		fulltext		De Gruyter	serial								
Groups – Complexity – Cryptology	1867-1144	1869-6104	2009	1		2015	7		http://www.degruyter.com/view/j/gcc		gcc		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Yearbook of the German Cognitive Linguistics Association	2197-2788	2197-2796	2013	1		2015	3		http://www.degruyter.com/view/j/gcla		gcla		fulltext		De Gruyter	serial								
Global Economy Journal	2194-5659	1524-5861	2000	1		2015	15		http://www.degruyter.com/view/j/gej		gej		fulltext		De Gruyter	serial								
George-Jahrbuch	1430-2519	1865-8881	2009	7		2014	10		http://www.degruyter.com/view/j/georgejb		georgejb		fulltext		De Gruyter	serial								
Germanistik	0016-8912	1865-9187	2007	48		2015	56		http://www.degruyter.com/view/j/germ		germ		fulltext		De Gruyter	serial								
GesundheitsRecht	1610-1197	2194-4229	2005	4		2015	14		http://www.degruyter.com/view/j/gesr		gesr		fulltext		Verlag Dr. Otto Schmidt	serial								
Geschichte in Köln	0720-3659	2198-0667	1978	1		2015	62		http://www.degruyter.com/view/j/gik		gik		fulltext		Böhlau Verlag	serial								
Global Jurist	2194-5675	1934-2640	2001	1		2015	15		http://www.degruyter.com/view/j/gj		gj		fulltext		De Gruyter	serial								
Glottotheory	1337-7892	2196-6907	2008	1		2015	6		http://www.degruyter.com/view/j/glot		glot		fulltext		De Gruyter Akademie Forschung	serial								
Georgian Mathematical Journal	1072-947X	1072-9176	1994	1		2015	22		http://www.degruyter.com/view/j/gmj		gmj		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Zeitschrift für Gemeinschaftsprivatrecht	1612-9229	2193-9519	2003	1		2015	12		http://www.degruyter.com/view/j/gpr		gpr		fulltext		sellier european law publishers	serial								
Green Processing and Synthesis	2191-9542	2191-9550	2012	1		2015	4		http://www.degruyter.com/view/j/gps		gps		fulltext		De Gruyter	serial								
Green	1869-876X	1869-8778	2011	1		2015	5		http://www.degruyter.com/view/j/green		green		fulltext		De Gruyter	serial								
Historische Anthropologie	0942-8704	2194-4032	1993	1		2015	23		http://www.degruyter.com/view/j/ha		ha		fulltext		Böhlau Verlag GmbH & CIE.	serial								
Heterocyclic Communications	0793-0283	2191-0197	1994	1		2015	21		http://www.degruyter.com/view/j/hc		hc		fulltext		De Gruyter	serial								
HELIA	1018-1806	2197-0483	2000	23		2015	38		http://www.degruyter.com/view/j/helia		helia		fulltext		De Gruyter	serial								
Holzforschung - International Journal of the Biology, Chemistry, Physics and Technology of Wood	0018-3830	1437-434X	1947	1		2015	69		http://www.degruyter.com/view/j/hfsg		hfsg		fulltext		Walter de Gruyter, Berlin / New York	serial								
Hegel-Jahrbuch	0073-1579	2192-5550	1999			2015			http://www.degruyter.com/view/j/hgjb		hgjb		fulltext		AKADEMIE VERLAG	serial								
Hormone Molecular Biology and Clinical Investigation	1868-1883	1868-1891	2010	1		2015	21		http://www.degruyter.com/view/j/hmbci		hmbci		fulltext		Walter de Gruyter	serial								
Historisch-Politische Mitteilungen	0943-691X	2194-4040	1994	1		2015	22		http://www.degruyter.com/view/j/hpm		hpm		fulltext		Böhlau Verlag GmbH & CIE.	serial								
High Temperature Materials and Processes	0334-6455	2191-0324	1984	6		2015	34		http://www.degruyter.com/view/j/htmp		htmp		fulltext		De Gruyter	serial								
Humor - International Journal of Humor Research	0933-1719	1613-3722	1988	1		2015	28		http://www.degruyter.com/view/j/humr		humr		fulltext		Walter de Gruyter, Berlin / New York	serial								
Historische Zeitschrift	0018-2613	2196-680X	1859	1		2015	300		http://www.degruyter.com/view/j/hzhz		hzhz		fulltext		OLDENBOURG WISSENSCHAFTSVERLAG	serial								
International African Bibliography (IAB)	0020-5877	1865-9640	1971	1		2015	45		http://www.degruyter.com/view/j/iabi		iabi		fulltext		Walter de Gruyter, Berlin / New York	serial								
Internationales Archiv für Sozialgeschichte der deutschen Literatur (IASL)	0340-4528	1865-9128	1976	1		2015	40		http://www.degruyter.com/view/j/iasl		iasl		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Iberoromania	0019-0993	1865-9039	1969			2015			http://www.degruyter.com/view/j/iber		iber		fulltext		Walter de Gruyter, Berlin / New York	serial								
International Commentary on Evidence	2194-5691	1554-4567	1998	1		2015	12		http://www.degruyter.com/view/j/ice		ice		fulltext		De Gruyter	serial								
i-com	1618-162X	2196-6826	2001	1		2015	14		http://www.degruyter.com/view/j/icom		icom		fulltext		Oldenbourg Wissenschaftsverlag GmbH	serial								
Internationales Handelsrecht	1617-5395	2193-9527	2001	1		2015	15		http://www.degruyter.com/view/j/ihr		ihr		fulltext		sellier european law publishers	serial								
International Journal of Adolescent Medicine and Health	0334-0139	2191-0278	1985	1		2015	27		http://www.degruyter.com/view/j/ijamh		ijamh		fulltext		De Gruyter	serial								
Internationales Jahrbuch der Erwachsenenbildung	0074-9818	2194-3699	1969	1		2015	38		http://www.degruyter.com/view/j/ijbe		ijbe		fulltext		Böhlau Verlag GmbH & CIE.	serial								
International Journal of Chemical Reactor Engineering	2194-5748	1542-6580	2002	1		2015	13		http://www.degruyter.com/view/j/ijcre		ijcre		fulltext		De Gruyter	serial								
International Journal on Disability and Human Development	2191-1231	2191-0367	1999	1		2015	14		http://www.degruyter.com/view/j/ijdhd		ijdhd		fulltext		De Gruyter	serial								
International Journal of Emerging Electric Power Systems	2194-5756	1553-779X	2004	1		2015	16		http://www.degruyter.com/view/j/ijeeps		ijeeps		fulltext		De Gruyter	serial								
International Journal of Food Engineering	2194-5764	1556-3758	2005	1		2015	11		http://www.degruyter.com/view/j/ijfe		ijfe		fulltext		De Gruyter	serial								
Journal for Manufacturing Science and Production	0793-6648	2191-0375	1997	1		2015	15		http://www.degruyter.com/view/j/ijmsp		ijmsp		fulltext		De Gruyter	serial								
International Journal of Nursing Education Scholarship	2194-5772	1548-923X	2003	1		2015	12		http://www.degruyter.com/view/j/ijnes		ijnes		fulltext		De Gruyter	serial								
International Journal of Nonlinear Sciences and Numerical Simulation	1565-1339	2191-0294	2000	1		2015	16		http://www.degruyter.com/view/j/ijnsns		ijnsns		fulltext		De Gruyter	serial								
International Journal of Practical Theology	1430-6921	1612-9768	1997	1		2015	39		http://www.degruyter.com/view/j/ijpt		ijpt		fulltext		Walter de Gruyter, Berlin / New York	serial								
International Journal of the Sociology of Language	0165-2516	1613-3668	1974			2015			http://www.degruyter.com/view/j/ijsl		ijsl		fulltext		Walter de Gruyter, Berlin / New York	serial								
Issues in Legal Scholarship	2194-5780	1539-8323	2001	1		2013	11		http://www.degruyter.com/view/j/ils		ils		fulltext		De Gruyter	serial								
Indogermanische Forschungen	0019-7262	1613-0405	1892	1		2015	120		http://www.degruyter.com/view/j/indo		indo		fulltext		De Gruyter	serial								
Innovative Neurosurgery	2193-522X	2193-5238	2013	1		2015	3		http://www.degruyter.com/view/j/ins		ins		fulltext		De Gruyter	serial								
Intercultural Pragmatics	1612-295X	1613-365X	2004	1		2015	12		http://www.degruyter.com/view/j/iprg		iprg		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
IRAL - International Review of Applied Linguistics in Language Teaching	0019-042X	1613-4141	1963	1		2015	53		http://www.degruyter.com/view/j/iral		iral		fulltext		Walter de Gruyter, Berlin / New York	serial								
BioInorganic Reaction Mechanisms	2191-2483	2191-2491	1998	1		2013	9		http://www.degruyter.com/view/j/irm		irm		fulltext		De Gruyter	serial								
Der Islam	0021-1818	1613-0928	1910	1		2015	92		http://www.degruyter.com/view/j/islm		islm		fulltext		Walter de Gruyter, Berlin / New York	serial								
it - Information Technology	1611-2776	2196-7032	1959	1		2015	57		http://www.degruyter.com/view/j/itit		itit		fulltext		OLDENBOURG WISSENSCHAFTSVERLAG	serial								
Information - Wissenschaft & Praxis	1434-4653	1619-4292	2012	63		2015	66		http://www.degruyter.com/view/j/iwp		iwp		fulltext		De Gruyter	serial								
Journal of Applied Analysis	1425-6908	1869-6082	1995	1		2015	21		http://www.degruyter.com/view/j/jaa		jaa		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Journal of Agricultural & Food Industrial Organization	2194-5896	1542-0485	2002	1		2015	13		http://www.degruyter.com/view/j/jafio		jafio		fulltext		De Gruyter	serial								
Journal of Applied Geodesy	1862-9016	1862-9024	2007	1		2015	9		http://www.degruyter.com/view/j/jag		jag		fulltext		Walter de Gruyter GmbH & Co. KG	serial								
Journal of Ancient History	2324-8106	2324-8114	2013	1		2015	3		http://www.degruyter.com/view/j/jah		jah		fulltext		De Gruyter	serial								
Journal of African Languages and Linguistics	0167-6164	1613-3811	1979	1		2015	36		http://www.degruyter.com/view/j/jall		jall		fulltext		Walter de Gruyter, Berlin / New York	serial								
Journal of Ancient Near Eastern History	2328-9554	2328-9562	2014	1		2015	2		http://www.degruyter.com/view/j/janeh		janeh		fulltext		De Gruyter	serial								
Journal of Biosecurity, Biosafety, and Biodefense Law	2194-590X	2154-3186	2011	1		2015	6		http://www.degruyter.com/view/j/jbbbl		jbbbl		fulltext		De Gruyter	serial								
Journal of Basic and Clinical Physiology and Pharmacology	0792-6855	2191-0286	1986	1		2015	26		http://www.degruyter.com/view/j/jbcpp		jbcpp		fulltext		De Gruyter	serial								
Jahrbuch für Germanistische Sprachgeschichte	1869-7038	1869-7046	2010	1		2015	6		http://www.degruyter.com/view/j/jbgsg		jbgsg		fulltext		De Gruyter	serial								
Jahrbuch des Kölnischen Geschichtsvereins	0341-9320	2198-0675	1912	1		2012	81		http://www.degruyter.com/view/j/jbkgv		jbkgv		fulltext		Böhlau Verlag	serial								
Internationales Jahrbuch für philosophische Anthropologie	2192-4279	2192-4287	2008	1		2015	5		http://www.degruyter.com/view/j/jbpa		jbpa		fulltext		De Gruyter	serial								
Journal of the Bible and its Reception	2329-440X	2329-4434	2014	1		2015	2		http://www.degruyter.com/view/j/jbr		jbr		fulltext		De Gruyter	serial								
Journal of Business Valuation and Economic Loss Analysis	2194-5861	1932-9156	2006	1		2015	10		http://www.degruyter.com/view/j/jbvela		jbvela		fulltext		De Gruyter	serial								
Jahrbuch für Wirtschaftsgeschichte / Economic History Yearbook	0075-2800	2196-6842	1960	1		2015	56		http://www.degruyter.com/view/j/jbwg		jbwg		fulltext		AKADEMIE VERLAG	serial								
Journal of Contemporary Drama in English	2195-0156	2195-0164	2013	1		2015	3		http://www.degruyter.com/view/j/jcde		jcde		fulltext		De Gruyter	serial								
