publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Zeitschrift für Konfliktmanagement	1439-2127	2194-4210	2005	8		2015	18		http://www.degruyter.com/view/j/zkm		zkm		fulltext		Verlag Dr. Otto Schmidt	serial								
Zeitschrift für Kristallographie - Crystalline Materials	2194-4946	2196-7105	1877	1		2015	230		http://www.degruyter.com/view/j/zkri		zkri		fulltext		De Gruyter Oldenbourg	serial								
Zeitschrift für kritische Sozialtheorie und Philosophie	2194-5632	2194-5640	2014	1		2015	2		http://www.degruyter.com/view/j/zksp		zksp		fulltext		De Gruyter	serial								
Zeitschrift für Neuere Theologiegeschichte / Journal for the History of Modern Theology	0943-7592	1612-9776	1994	1		2015	22		http://www.degruyter.com/view/j/znth		znth		fulltext		Walter de Gruyter, Berlin / New York	serial								
Zeitschrift für die Neutestamentliche Wissenschaft und die Kunde der Älteren Kirche	0044-2615	1613-009X	1900	1		2015	106		http://www.degruyter.com/view/j/zntw		zntw		fulltext		Walter de Gruyter, Berlin / New York	serial								
Zeitschrift für Physikalische Chemie	0942-9352	2196-7156	1954			2015			http://www.degruyter.com/view/j/zpch		zpch		fulltext		R. Oldenbourg Verlag	serial								
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte. Germanistische Abteilung	0323-4045	2304-4861	1861	1		2015	132		http://www.degruyter.com/view/j/zrgga		zrgga		fulltext		Böhlau Verlag GmbH & Co.KG	serial								
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte. Kanonistische Abteilung	0323-4142	2304-4896	1911	1		2015	101		http://www.degruyter.com/view/j/zrgka		zrgka		fulltext		Böhlau Verlag GmbH & Co.KG	serial								
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte. Romanistische Abteilung	0323-4096	2304-4934	1880	1		2015	132		http://www.degruyter.com/view/j/zrgra		zrgra		fulltext		Böhlau Verlag GmbH & Co.KG	serial								
Zeitschrift für romanische Philologie (ZrP)	0049-8661	1865-9063	1877	1		2015	131		http://www.degruyter.com/view/j/zrph		zrph		fulltext		Walter de Gruyter, Berlin / New York	serial								
Zeitschrift für die gesamte Strafrechtswissenschaft	0084-5310	1612-703X	1881	1		2015	127		http://www.degruyter.com/view/j/zstw		zstw		fulltext		Walter de Gruyter, Berlin / New York	serial								
