publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
L'Homme	1016-362x	2194-5071	1990-01-01	1	1	2015-12-01	26	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2194-5071		2194-5071		fulltext	discontinued, perpetual access	Böhlau Verlag	serial								P
Libri	0024-2667	1865-8423	1950-01-01	1	1	2023-12-31	73	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-8423		1865-8423		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Saur	serial								P
Libri	0024-2667	1865-8423	2024-01-01	74	1	2023-12-31	73	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-8423		1865-8423		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Saur	serial								F
Linguistic Typology	1430-0532	1613-415X	1997-01-01	1	1	2023-12-31	27	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-415X		1613-415X		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								P
Linguistic Typology	1430-0532	1613-415X	2024-01-01	28	1	2023-12-31	27	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-415X		1613-415X		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								F
Linguistics	0024-3949	1613-396X	1963-01-01	1	1	2021-12-31	59	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-396X		1613-396X		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								P
Linguistics	0024-3949	1613-396X	2022-01-01	60	1	2023-12-31	61	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-396X		1613-396X		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								F
Lodz Papers in Pragmatics 	1895-6106	1898-4436	2007-06-20	3	1	2023-12-31	19	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1898-4436		1898-4436		fulltext	active, ongoing publication (Hybrid)	De Gruyter Mouton	serial								P
Main Group Metal Chemistry	0792-1241	2191-0219	1994-05-01	17	1-4	2023-12-31	46	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0219		2191-0219		fulltext	active, ongoing publication (APC, CC BY 4.0)	De Gruyter	serial								F
Mammalia	0025-1461	1864-1547	1936-01-01	1	1	2023-12-31	87	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=1864-1547		1864-1547		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Man and the Economy	2196-9639	2196-9647	2014-07-30	1	1	2023-12-31	10	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-9647		2196-9647		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Mathematical Economics Letters	2195-4615	2195-4623	2013-03-20	1	1	2014-09-20	2	3-4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2195-4623		2195-4623		fulltext	discontinued, perpetual access	De Gruyter	serial								P
Metaphysica	1437-2053	1874-6373	2014-04-15	15	1	2023-12-31	24	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1874-6373		1874-6373		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Microform & Digitization Review	2190-0752	2190-541X	1972-01-01	1	1	2012-12-10	41	3-4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2190-541X		2190-541X		fulltext	discontinued, perpetual access	De Gruyter	serial								P
Militärgeschichtliche Zeitschrift	2193-2336	2196-6850	1967-06-15	1-2	1	2023-12-31	82	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-6850		2196-6850		fulltext	active, ongoing publication (Hybrid)	Oldenbourg Wissenschaftsverlag	serial								P
Millennium	1867-030X	1867-0318	2004-01-01	1	1	2023-12-31	20	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1867-0318		1867-0318		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	yearbook								P
Mitteilungen der Deutschen Mathematiker-Vereinigung	0947-4471	0942-5977	1993-03-15	1	1	2023-12-31	31	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=0942-5977		0942-5977		fulltext	active, ongoing publication (Read Only)	De Gruyter	serial								P
Monatsschrift für Deutsches Recht	0340-1812	2194-4202	2005-01-05	59	1	2023-12-31	77	9	https://www.degruyterbrill.com/openurl?genre=journal&issn=2194-4202		2194-4202		fulltext	active, ongoing publication (Partner Title)	Verlag Dr. Otto Schmidt	serial								P
Monte Carlo Methods and Applications	0929-9629	1569-3961	1995-01-01	1	1	2023-12-31	29	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1569-3961		1569-3961		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Moral Philosophy and Politics	2194-5616	2194-5624	2014-04-15	1	1	2023-12-31	10	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2194-5624		2194-5624		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Multicultural Learning and Teaching	2194-654X	2161-2412	2006-01-01	1	1	2023-12-31	18	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2161-2412		2161-2412		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Multilingua	0167-8507	1613-3684	1982-01-01	1	1	2023-12-31	42	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-3684		1613-3684		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter Mouton	serial								P
Multimodal Communication	2230-6579	2230-6587	2012-01-20	1	1	2023-12-31	12	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=2230-6587		2230-6587		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter Mouton	serial								P
Muslim World Journal of Human Rights	2194-6558	1554-4419	2004-01-01	1	1	2023-12-31	20	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1554-4419		1554-4419		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Naharaim	1862-9148	1862-9156	2007-05-20	1	1	2023-12-31	17	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1862-9156		1862-9156		fulltext	active, ongoing publication (Sponsored)	De Gruyter	serial								P
Nanotechnology Reviews	2191-9089	2191-9097	2012-01-20	1	1	2023-12-31	12	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-9097		2191-9097		fulltext	active, ongoing publication (APC, CC BY 4.0)	De Gruyter	serial								F
Neue Zeitschrift für Systematische Theologie und Religionsphilosophie	0028-3517	1612-9520	1959-01-01	1	1	2023-12-31	65	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1612-9520		1612-9520		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
New Global Studies	2194-6566	1940-0004	2007-01-01	1	1	2023-12-31	17	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=1940-0004		1940-0004		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Nietzscheforschung	1869-5604	2191-9259	1994-06-15		1	2023-12-31	30	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-9259		2191-9259		fulltext	active, ongoing publication (Hybrid)	De Gruyter (A)	yearbook								P
Nietzsche-Studien	0342-1422	1613-0790	1972-01-01		1	2021-12-31	50	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-0790		1613-0790		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	yearbook								P
Nietzsche-Studien	0342-1422	1613-0790	2022-01-01	51	1	2023-12-31	52	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-0790		1613-0790		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	yearbook								F
Nonlinear Engineering	2192-8010	2192-8029	2012-03-20	1	1-2	2023-12-31	12	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2192-8029		2192-8029		fulltext	active, ongoing publication (APC, CC BY 4.0)	De Gruyter	serial								F
Nonprofit Policy Forum	2194-6035	2154-3348	2010-01-01	1	1	2023-12-31	14	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2154-3348		2154-3348		fulltext	active, ongoing publication (Sponsored)	De Gruyter	serial								F
Orientalistische Literaturzeitung	0030-5383	2196-6877	1898-06-20		1	2023-12-31	118	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-6877		2196-6877		fulltext	active, ongoing publication (Hybrid)	De Gruyter (A)	serial								P
Österreichische Musikzeitschrift	0029-9316	2307-2970	1946-01-15	1	1	2015-11-22	70	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=2307-2970		2307-2970		fulltext	discontinued, perpetual access	Böhlau Verlag	serial								P
Paragrana	0938-0116	2196-6885	2008-06-15	17	1	2023-12-31	32	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-6885		2196-6885		fulltext	active, ongoing publication (Read Only)	De Gruyter (A)	serial								P
Peace Economics, Peace Science and Public Policy	1079-2457	1554-8597	1993-01-01	1	1	2023-12-31	29	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1554-8597		1554-8597		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								P
Peace Economics, Peace Science and Public Policy	1079-2457	1554-8597	2025-01-01	31	1	2023-12-31	29	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1554-8597		1554-8597		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								F
Perspektiven der Wirtschaftspolitik	1465-6493	1468-2516	2000-02-20	1	1	2023-12-31	24	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1468-2516		1468-2516		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								P
Perspektiven der Wirtschaftspolitik	1465-6493	1468-2516	2025-01-01	26	1	2023-12-31	24	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1468-2516		1468-2516		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								F
Philologus	0031-7985	2196-7008	1846-06-20		1	2023-12-31	167	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7008		2196-7008		fulltext	active, ongoing publication (Hybrid)	De Gruyter (A)	serial								P
Photonics & Lasers in Medicine	2193-0635	2193-0643	2012-02-28	1	1	2016-11-28	5	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2193-0643		2193-0643		fulltext	discontinued, perpetual access	De Gruyter	serial								P
PIK - Praxis der Informationsverarbeitung und Kommunikation	0930-5157	1865-8342	1978-01-01	1	1	2016-09-20	39	3-4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-8342		1865-8342		fulltext	discontinued, perpetual access	De Gruyter	serial								P
Pólemos	2035-5262	2036-4601	2012-07-15	6	1	2023-12-31	17	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2036-4601		2036-4601		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
POP. Kultur und Kritik	2194-6981	2198-0322	2012-09-30	1	1	2023-12-31	12	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2198-0322		2198-0322		fulltext	active, ongoing publication (Partner Title)	transcript Verlag	serial								P
Poznan Studies in Contemporary Linguistics	0137-2459	1897-7499	2007-06-20	43	1	2023-12-31	59	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1897-7499		1897-7499		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								P
Poznan Studies in Contemporary Linguistics	0137-2459	1897-7499	2025-01-01	61	1	2023-12-31	59	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1897-7499		1897-7499		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								F
Praehistorische Zeitschrift 	0079-4848	1613-0804	1909-01-01	1	Jan	2023-12-31	98	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-0804		1613-0804		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Praktische Theologie	0946-3518	2198-0462	1966-03-15	1	1	2023-12-31	58	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2198-0462		2198-0462		fulltext	active, ongoing publication (Partner Title)	Gütersloher Verlagshaus	serial								P
Preservation, Digital Technology & Culture (PDT&C)	2195-2957	2195-2965	2013-03-26	42	1	2023-12-31	52	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2195-2965		2195-2965		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Saur	serial								P
Preservation, Digital Technology & Culture (PDT&C)	2195-2957	2195-2965	2024-01-01	53	1	2023-12-31	52	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2195-2965		2195-2965		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Saur	serial								F
Probus	0921-4771	1613-4079	1989-01-01	1	1	2023-12-31	35	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-4079		1613-4079		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								P
Probus	0921-4771	1613-4079	2025-01-01	37	1	2023-12-31	35	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-4079		1613-4079		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								F
Pteridines	0933-4807	2195-4720	1989-04-20	1	1	2023-12-31	34	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2195-4720		2195-4720		fulltext	active, ongoing publication (APC)	De Gruyter	serial								F
Public Health Forum	0944-5587	1876-4851	1993-07-20	1	1	2023-12-31	31	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1876-4851		1876-4851		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Pure and Applied Chemistry	0033-4545	1365-3075	1960-04-20	1	1	2023-12-31	95	9	https://www.degruyterbrill.com/openurl?genre=journal&issn=1365-3075		1365-3075		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Quellen und Forschungen aus italienischen Archiven und Bibliotheken	0079-9068	1865-8865	2008-01-01	88	1	2021-12-31	101	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-8865		1865-8865		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	yearbook								P
Quellen und Forschungen aus italienischen Archiven und Bibliotheken	0079-9068	1865-8865	2022-01-01	102	1	2023-12-31	103	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-8865		1865-8865		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	yearbook								F
Radiochimica Acta	0033-8230	2193-3405	1962-06-20		1-1	2023-12-31	111	9	https://www.degruyterbrill.com/openurl?genre=journal&issn=2193-3405		2193-3405		fulltext	active, ongoing publication (Hybrid)	De Gruyter (O)	serial								P
Random Operators and Stochastic Equations	0926-6364	1569-397X	1993-01-01	1	1	2023-12-31	31	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1569-397X		1569-397X		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
ReiseRecht aktuell	0944-7490	2193-9535	1993-10-24	1	10	2023-12-31	31	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=2193-9535		2193-9535		fulltext	discontinued, perpetual access (Partner Title)	Verlag Dr. Otto Schmidt	serial								P
Restaurator. International Journal for the Preservation of Library and Archival Material	0034-5806	1865-8431	1970-01-01	1	1	2023-12-31	44	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-8431		1865-8431		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								P
Restaurator. International Journal for the Preservation of Library and Archival Material	0034-5806	1865-8431	2025-01-01	46	1	2023-12-31	44	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-8431		1865-8431		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								F
Restoration of Buildings and Monuments	1864-7251	1864-7022	1995-02-01	1	1	2020-12-20	26	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1864-7022		1864-7022		fulltext	discontinued, perpetual access	Birkhäuser	serial								P
Review of Law & Economics	2194-6000	1555-5879	2005-04-01	1	1	2023-12-31	19	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=1555-5879		1555-5879		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Review of Marketing Science	2194-5985	1546-5616	2003-01-01	1	1	2023-12-31	21	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1546-5616		1546-5616		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Review of Middle East Economics and Finance	1475-3685	1475-3693	2003-01-01	1	1	2023-12-31	19	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=1475-3693		1475-3693		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Review of Network Economics	2194-5993	1446-9022	2002-01-01	1	1	2023-12-31	22	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1446-9022		1446-9022		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Reviews in Analytical Chemistry	0793-0135	2191-0189	1980-04-20	4	April	2023-12-31	42	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0189		2191-0189		fulltext	active, ongoing publication (APC, CC BY 4.0)	De Gruyter	serial								F
Reviews in Chemical Engineering	0167-8299	2191-0235	1982-01-01	1	Juni	2023-12-31	39	8	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0235		2191-0235		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								P
Reviews in Chemical Engineering	0167-8299	2191-0235	2025-04-01	41	3	2023-12-31	39	8	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0235		2191-0235		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								F
Reviews in Inorganic Chemistry	0193-4929	2191-0227	1985-10-01	7	Okt	2023-12-31	43	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0227		2191-0227		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								P
Reviews in Inorganic Chemistry	0193-4929	2191-0227	2025-01-01	45	1	2023-12-31	43	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0227		2191-0227		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								F
Reviews in the Neurosciences	0334-1763	2191-0200	1987-04-01	1	April	2023-12-31	34	8	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0200		2191-0200		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Reviews on Environmental Health	0048-7554	2191-0308	1986-01-01	6	1-4	2023-12-31	38	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0308		2191-0308		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Rhetorik	0720-5775	1865-9160	1980-01-01	1	1	2023-12-31	42	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-9160		1865-9160		fulltext	active, ongoing publication (Hybrid)	De Gruyter	yearbook								P
Rhizomata	2196-5102	2196-5110	2013-04-20	1	1	2023-12-31	11	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-5110		2196-5110		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Romanische Bibliographie	0080-388X	1865-9055	2005-01-01		2005	2023-12-31	0	0	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-9055		1865-9055		fulltext	active, ongoing publication (Read Only)	De Gruyter	yearbook								P
Romanistisches Jahrbuch	0080-3898	1613-0413	1948-01-01		1	2023-12-31	74	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-0413		1613-0413		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	yearbook								P
Russian Journal of Numerical Analysis and Mathematical Modelling	0927-6467	1569-3988	1986-01-01	1	1	2023-12-31	38	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=1569-3988		1569-3988		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
SATS	1600-1974	1869-7577	2000-05-01	1	1	2023-12-31	24	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1869-7577		1869-7577		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Science and Engineering of Composite Materials 	0792-1233	2191-0359	1988-01-01	1	1	2023-12-31	30	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2191-0359		2191-0359		fulltext	active, ongoing publication (APC, CC BY 4.0)	De Gruyter	serial								F
Scientia Poetica	1431-5041	1868-9418	2010-06-20		14	2023-12-31	27	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1868-9418		1868-9418		fulltext	active, ongoing publication (Hybrid)	De Gruyter	yearbook								P
Semiotica	0037-1998	1613-3692	1969-01-01		1	2023-12-31	2023	255	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-3692		1613-3692		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								P
Semiotica	0037-1998	1613-3692	2024-01-01	2024	256	2023-12-31	2023	255	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-3692		1613-3692		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								F
Sociolinguistica	0933-1883	1865-939X	1987-01-01		1	2023-12-31	37	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-939X		1865-939X		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Soziologische Revue	0343-4109	2196-7024	1978-03-20	1	1	2021-12-31	44	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7024		2196-7024		fulltext	active, ongoing publication (S2O, CC BY 4.0)	Oldenbourg Wissenschaftsverlag	serial								P
Soziologische Revue	0343-4109	2196-7024	2022-01-01	45	1	2023-12-31	46	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7024		2196-7024		fulltext	active, ongoing publication (S2O, CC BY 4.0)	Oldenbourg Wissenschaftsverlag	serial								F
Statistical Applications in Genetics and Molecular Biology	2194-6302	1544-6115	2002-05-01	1	1	2023-12-31	22	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1544-6115		1544-6115		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Statistical Communications in Infectious Diseases	2194-6310	1948-4690	2009-06-01	1	1	2023-12-31	15	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1948-4690		1948-4690		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Statistics & decisions : international mathematical journal for stochastic methods and models	0721-2631		1982-04-20	1982	1	2011	28	1-2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7040		0721-2631		fulltext	succeeded	De Gruyter (A)	serial								P
Statistics & risk modeling : with applications in finance and insurance	2193-1402	2196-7040	1982-04-20	1	2	2023-12-31	40	3-4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7040		2196-7040		fulltext	active, ongoing publication (Hybrid)	De Gruyter (A)	serial								P
Statistics, Politics and Policy 	2194-6299	2151-7509	2010-01-01	1	1	2023-12-31	14	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=2151-7509		2151-7509		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								P
Statistics, Politics and Policy 	2194-6299	2151-7509	2025-01-01	16	1	2023-12-31	14	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=2151-7509		2151-7509		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								F
Economic quality control : EQC	0940-5151	1869-6147	1986	1		2016	31	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2367-2404				fulltext	succeeded	De Gruyter	serial								
Stochastics and Quality Control 	2367-2390	2367-2404	2001-04-01	16	1	2023-12-31	38	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2367-2404		2367-2404		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Studies in Ethics, Law, and Technology	2194-6280	1941-6008	2007-12-01	1	1	2013-04-01	7	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1941-6008		1941-6008		fulltext	discontinued, perpetual access	De Gruyter	serial								P
Studies in Nonlinear Dynamics & Econometrics	1081-1826	1558-3708	1996-04-01	1	1	2023-12-31	27	5	https://www.degruyterbrill.com/openurl?genre=journal&issn=1558-3708		1558-3708		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
STUF - Language Typology and Universals	1867-8319	2196-7148	1948-06-20		1-2	2023-12-31	76	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7148		2196-7148		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter (A)	serial								P
Text & Talk	1860-7330	1860-7349	1981-01-01	1	1	2023-12-31	43	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=1860-7349		1860-7349		fulltext	active, ongoing publication (Hybrid)	De Gruyter Mouton	serial								P
The African Book Publishing Record	0306-0322	1865-8717	1975-01-01	1	1	2023-12-31	49	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-8717		1865-8717		fulltext	active, ongoing publication (Hybrid)	De Gruyter Saur	serial								P
The B.E. Journal of Economic Analysis & Policy	2194-6108	1935-1682	2001-11-01	1	1	2023-12-31	23	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1935-1682		1935-1682		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
The B.E. Journal of Macroeconomics	2194-6116	1935-1690	2001-11-01	1	1	2023-12-31	23	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1935-1690		1935-1690		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
The B.E. Journal of Theoretical Economics	2194-6124	1935-1704	2001-01-01	1	1	2023-12-31	23	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1935-1704		1935-1704		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
The Economists’ Voice	2194-6167	1553-3832	2004-01-01	1	1	2023-12-31	20	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1553-3832		1553-3832		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
The Forum	2194-6183	1540-8884	2002-05-21	1 (2002-2003)	1	2023-12-31	21	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1540-8884		1540-8884		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
The Linguistic Review	0167-6318	1613-3676	1981-01-01	1	1	2023-12-31	40	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-3676		1613-3676		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter Mouton	serial								P
Theoretical Inquiries in Law	1565-1509	1565-3404	2000-01-01	1	1	2023-12-31	24	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1565-3404		1565-3404		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Theoretical Linguistics	0301-4428	1613-4060	1974-01-01	1	Jan	2023-12-31	49	3-4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-4060		1613-4060		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								P
Theoretical Linguistics	0301-4428	1613-4060	2025-01-01	51	1-2	2023-12-31	49	3-4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-4060		1613-4060		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								F
tm - Technisches Messen	0171-8096	2196-7113	1931-12-20		1-12	2023-12-31	90	s1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7113		2196-7113		fulltext	active, ongoing publication (Hybrid)	Oldenbourg Wissenschaftsverlag	serial								P
