publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id
Frontiers of Structural and Civil Engineering	2095-2430	2095-2449	2012	6	1	2015			http://link.springer.com/journal/11709		11709		fulltext		Higher Education Press	Serial							
Frontiers of Architecture and Civil Engineering in China	1673-7407	1673-7512	2007	1	1	2015			http://link.springer.com/journal/11709		11709		fulltext		Higher Education Press	Serial							
Functional & Integrative Genomics	1438-793X	1438-7948	2005	5	1	2015			http://link.springer.com/journal/10142		10142		fulltext		Springer Berlin Heidelberg	Serial							
Functional Analysis and Its Applications	0016-2663	1573-8485	1967	1	1	2015			http://link.springer.com/journal/10688		10688		fulltext		Springer US	Serial							
Fungal Diversity	1560-2745	1878-9129	2010	40	1	2015			http://link.springer.com/journal/13225		13225		fulltext		Springer Netherlands	Serial							
Fuzzy Optimization and Decision Making	1568-4539	1573-2908	2005	4	1	2015			http://link.springer.com/journal/10700		10700		fulltext		Springer US	Serial							
GPS Solutions	1080-5370	1521-1886	2005	9	1	2015			http://link.springer.com/journal/10291		10291		fulltext		Springer Berlin Heidelberg	Serial							
Gastric Cancer	1436-3291	1436-3305	2005	8	1	2015			http://link.springer.com/journal/10120		10120		fulltext		Springer Japan	Serial							
Gefässchirurgie	0948-7034	1434-3932	2005	10	1	2015			http://link.springer.com/journal/772		772		fulltext		Springer Medizin	Serial							
Gender Issues	1098-092X	1936-4717	1980	1	1	2015			http://link.springer.com/journal/12147		12147		fulltext		Springer US	Serial							
General Relativity and Gravitation	0001-7701	1572-9532	1970	1	1	2015			http://link.springer.com/journal/10714		10714		fulltext		Springer US	Serial							
General Thoracic and Cardiovascular Surgery	1863-6705	1863-6713	2005	53	1	2015			http://link.springer.com/journal/11748		11748		fulltext		Springer Japan	Serial							
Genetic Programming and Evolvable Machines	1389-2576	1573-7632	2005	6	1	2015			http://link.springer.com/journal/10710		10710		fulltext		Springer US	Serial							
Genetic Resources and Crop Evolution	0925-9864	1573-5109	1953	1	1	2015			http://link.springer.com/journal/10722		10722		fulltext		Springer Netherlands	Serial							
Genetica	0016-6707	1573-6857	1919	1	1	2015			http://link.springer.com/journal/10709		10709		fulltext		Springer International Publishing	Serial							
Geo-Marine Letters	0276-0460	1432-1157	1981	1	1	2015			http://link.springer.com/journal/367		367		fulltext		Springer Berlin Heidelberg	Serial							
GeoInformatica	1384-6175	1573-7624	2005	9	1	2015			http://link.springer.com/journal/10707		10707		fulltext		Springer US	Serial							
GeoJournal	0343-2521	1572-9893	1977	1	1	2015			http://link.springer.com/journal/10708		10708		fulltext		Springer Netherlands	Serial							
Geochemistry International	0016-7029	1556-1968	2006	44	1	2015			http://link.springer.com/journal/11476		11476		fulltext		Pleiades Publishing	Serial							
Geoheritage	1867-2477	1867-2485	2009	1	1	2015			http://link.springer.com/journal/12371		12371		fulltext		Springer Berlin Heidelberg	Serial							
Geology of Ore Deposits	1075-7015	1555-6476	2006	48	1	2015			http://link.springer.com/journal/11477		11477		fulltext		Pleiades Publishing	Serial							
Geomagnetism and Aeronomy	0016-7932	1555-645X	2006	46	1	2015			http://link.springer.com/journal/11478		11478		fulltext		Pleiades Publishing	Serial							
Geometriae Dedicata	0046-5755	1572-9168	1972	1	1	2015			http://link.springer.com/journal/10711		10711		fulltext		Springer Netherlands	Serial							
Geometric and Functional Analysis	1016-443X	1420-8970	1991	1	1	2015			http://link.springer.com/journal/39		39		fulltext		Springer International Publishing	Serial							
Georgian Mathematical Journal	1072-947X	1572-9176	1994	1	1	1996		6	http://link.springer.com/journal/11290		11290		fulltext		Kluwer Academic Publishers-Plenum Publishers	Serial							
Geotechnical and Geological Engineering	0960-3182	1573-1529	1983	1	1	2015			http://link.springer.com/journal/10706		10706		fulltext		Springer International Publishing	Serial							
Geotectonics	0016-8521	1556-1976	2006	40	1	2015			http://link.springer.com/journal/11479		11479		fulltext		Pleiades Publishing	Serial							
Geriatric Nephrology and Urology	0924-8455	1573-7306	1992	1	1	1996		3	http://link.springer.com/journal/10715		10715		fulltext		Kluwer Academic Publishers	Serial							
German Journal of Exercise and Sport Research	2509-3142	2509-3150	2005	35	1	2015			http://link.springer.com/journal/12662		12662		fulltext		Springer Berlin Heidelberg	Serial							
GeroScience	2509-2715	2509-2723	1978	1	1	2015			http://link.springer.com/journal/11357		11357		fulltext		Springer International Publishing	Serial							
Gesunde Pflanzen	0367-4223	1439-0345	2005	57	1	2015			http://link.springer.com/journal/10343		10343		fulltext		Springer Berlin Heidelberg	Serial							
Glass Physics and Chemistry	1087-6596	1608-313X	2005	31	1	2015			http://link.springer.com/journal/10720		10720		fulltext		Pleiades Publishing	Serial							
Glass and Ceramics	0361-7610	1573-8515	1956	13	1	2015			http://link.springer.com/journal/10717		10717		fulltext		Springer US	Serial							
Glycoconjugate Journal	0282-0080	1573-4986	1984	1	1	2015			http://link.springer.com/journal/10719		10719		fulltext		Springer US	Serial							
Glycosylation & Disease	0969-3653		1994	1	1	1994	1	4	http://link.springer.com/journal/40752		40752		fulltext		Springer Netherlands	Serial							
Graefe's Archive for Clinical and Experimental Ophthalmology	0721-832X	1435-702X	1854	1	1	2015			http://link.springer.com/journal/417		417		fulltext		Springer Berlin Heidelberg	Serial							
Granular Matter	1434-5021	1434-7636	2005	7	1	2015			http://link.springer.com/journal/10035		10035		fulltext		Springer Berlin Heidelberg	Serial							
Graphs and Combinatorics	0911-0119	1435-5914	1985	1	1	2015			http://link.springer.com/journal/373		373		fulltext		Springer Japan	Serial							
Group Decision and Negotiation	0926-2644	1572-9907	1992	1	1	2015			http://link.springer.com/journal/10726		10726		fulltext		Springer Netherlands	Serial							
Grundwasser	1430-483X	1432-1165	2005	10	1	2015			http://link.springer.com/journal/767		767		fulltext		Springer Berlin Heidelberg	Serial							
Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO)	2366-6145	2366-6218	2005	36	1	2015			http://link.springer.com/journal/11612		11612		fulltext		Springer Fachmedien Wiesbaden	Serial							
Gynecological Surgery	1613-2076	1613-2084	2005	2	1	2011	8	4	http://link.springer.com/journal/10397		10397		fulltext		Springer Berlin Heidelberg	Serial							
Gynäkologische Endokrinologie	1610-2894	1610-2908	2005	3	1	2015			http://link.springer.com/journal/10304		10304		fulltext		Springer Medizin	Serial							
HEC Forum	0956-2737	1572-8498	1989	1	1	2015			http://link.springer.com/journal/10730		10730		fulltext		Springer Netherlands	Serial							
HMD Praxis der Wirtschaftsinformatik	1436-3011	2198-2775	2007	44	1	2015			http://link.springer.com/journal/40702		40702		fulltext		Springer Fachmedien Wiesbaden	Serial							
HNO	0017-6192	1433-0458	2005	53	1	2015			http://link.springer.com/journal/106		106		fulltext		Springer Medizin	Serial							
HNO Nachrichten	0177-1000	2198-6533	2009	39	6	2015			http://link.springer.com/journal/60		60		fulltext		Springer Medizin	Serial							
HSS Journal ®	1556-3316	1556-3324	2005	1	1	2015			http://link.springer.com/journal/11420		11420		fulltext		Springer US	Serial							
Health Care Analysis	1065-3058	1573-3394	1993	1	1	2015			http://link.springer.com/journal/10728		10728		fulltext		Springer US	Serial							
Health Care Management Science	1386-9620	1572-9389	2005	8	1	2015			http://link.springer.com/journal/10729		10729		fulltext		Springer US	Serial							
Health Services and Outcomes Research Methodology	1387-3741	1572-9400	2006	6	1	2015			http://link.springer.com/journal/10742		10742		fulltext		Springer US	Serial							
Heart Failure Reviews	1382-4147	1573-7322	1996	1	1	2015			http://link.springer.com/journal/10741		10741		fulltext		Springer US	Serial							
Heart and Vessels	0910-8327	1615-2573	1985	1	1	2015			http://link.springer.com/journal/380		380		fulltext		Springer Japan	Serial							
Heat and Mass Transfer	0947-7411	1432-1181	1968	1	1	2015			http://link.springer.com/journal/231		231		fulltext		Springer Berlin Heidelberg	Serial							
Heilberufe	0017-9604	1867-1535	2008	60	1	2015			http://link.springer.com/journal/58		58		fulltext		Springer Medizin	Serial							
Hellenic Journal of Surgery	0018-0092	1868-8845	2010	82	1	2015			http://link.springer.com/journal/13126		13126		fulltext		Springer Vienna	Serial							
Hematology and Cell Therapy	1269-3286	1279-8509	1996	38	2	2000	42	2	http://link.springer.com/journal/282		282		fulltext		Springer-Verlag	Serial							
Herald of the Russian Academy of Sciences	1019-3316	1555-6492	2006	76	1	2015			http://link.springer.com/journal/11480		11480		fulltext		Pleiades Publishing	Serial							
Hernia	1265-4906	1248-9204	2005	9	1	2015			http://link.springer.com/journal/10029		10029		fulltext		Springer Paris	Serial							
Herz	0340-9937	1615-6692	2005	30	2	2015			http://link.springer.com/journal/59		59		fulltext		Springer Medizin	Serial							
Herzschrittmachertherapie + Elektrophysiologie	0938-7412	1435-1544	2005	16	1	2015			http://link.springer.com/journal/399		399		fulltext		Springer Medizin	Serial							
High Energy Chemistry	0018-1439	1608-3148	2005	39	1	2015			http://link.springer.com/journal/10733		10733		fulltext		Pleiades Publishing	Serial							
High Temperature	0018-151X	1608-3156	2005	43	1	2015			http://link.springer.com/journal/10740		10740		fulltext		Pleiades Publishing	Serial							
Higher Education	0018-1560	1573-174X	1972	1	1	2015			http://link.springer.com/journal/10734		10734		fulltext		Springer Netherlands	Serial							
Histochemistry and Cell Biology	0948-6143	1432-119X	1958	1	1	2015			http://link.springer.com/journal/418		418		fulltext		Springer Berlin Heidelberg	Serial							
Human Cell		1749-0774	2005	18	1	2015			http://link.springer.com/journal/13577		13577		fulltext		Springer Japan	Serial							
Human Ecology	0300-7839	1572-9915	1972	1	1	2015			http://link.springer.com/journal/10745		10745		fulltext		Springer US	Serial							
Human Genetics	0340-6717	1432-1203	1964	1	1	2015			http://link.springer.com/journal/439		439		fulltext		Springer Berlin Heidelberg	Serial							
Human Nature	1045-6767	1936-4776	1990	1	1	2015			http://link.springer.com/journal/12110		12110		fulltext		Springer US	Serial							
Human Physiology	0362-1197	1608-3164	2005	31	1	2015			http://link.springer.com/journal/10747		10747		fulltext		Pleiades Publishing	Serial							
Human Rights Review	1524-8879	1874-6306	2005	6	3	2015			http://link.springer.com/journal/12142		12142		fulltext		Springer Netherlands	Serial							
Human Studies	0163-8548	1572-851X	1978	1	1	2015			http://link.springer.com/journal/10746		10746		fulltext		Springer Netherlands	Serial							
Hungarica Acta Physica	0367-6382		1947	1	1	1947	1	6	http://link.springer.com/journal/12659		12659		fulltext		Springer-Verlag	Serial							
Husserl Studies	0167-9848	1572-8501	1984	1	1	2015			http://link.springer.com/journal/10743		10743		fulltext		Springer Netherlands	Serial							
Hydrobiologia	0018-8158	1573-5117	1948	1	1	2015			http://link.springer.com/journal/10750		10750		fulltext		Springer International Publishing	Serial							
Hydrogeology Journal	1431-2174	1435-0157	1992	1	3	2015			http://link.springer.com/journal/10040		10040		fulltext		Springer Berlin Heidelberg	Serial							
Hyperfine Interactions	0304-3843	1572-9540	1975	1	1	2015			http://link.springer.com/journal/10751		10751		fulltext		Springer International Publishing	Serial							
Ichthyological Research	1341-8998	1616-3915	1985	32	2	2015			http://link.springer.com/journal/10228		10228		fulltext		Springer Japan	Serial							
Iconographia mycologica	0073-4411		1959	1	1	1984	53	1	http://link.springer.com/journal/13093		13093		fulltext		Kluwer Academic Publishers	Serial							
Il Cimento		1827-5672	1843	1	1	1847	5	1	http://link.springer.com/journal/11584		11584		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento	0029-6341	1827-6121	1855	1	1	1867	28	1	http://link.springer.com/journal/11583		11583		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento (1869-1876)		1827-6121	1869	1	1	1876	16	1	http://link.springer.com/journal/40754		40754		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento (1877-1894)		1827-6121	1877	1	1	1894	36	1	http://link.springer.com/journal/40755		40755		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento (1895-1900)		1827-6121	1895	1	1	1900	12	1	http://link.springer.com/journal/40756		40756		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento (1901-1910)		1827-6121	1901	1	1	1910	20	1	http://link.springer.com/journal/40757		40757		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento (1911-1923)		1827-6121	1911	1	1	1923	26	1	http://link.springer.com/journal/40758		40758		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento (1924-1942)		1827-6121	1924	1	1	1942	19	9	http://link.springer.com/journal/40760		40760		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento (1943-1954)		1827-6121	1943	1	1	1954	12	6	http://link.springer.com/journal/40761		40761		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento (1955-1965)		1827-6121	1955	1	1	1965	39	4	http://link.springer.com/journal/40762		40762		fulltext		Società Italiana di Fisica	Serial							
Il Nuovo Cimento A (1965-1970)	0369-3546	1826-9869	1965	63	1	1970	70	4	http://link.springer.com/journal/11539		11539		fulltext		Springer Berlin Heidelberg	Serial							
Il Nuovo Cimento A (1971-1996)		1826-9869	1971	1	1	1999	112	11	http://link.springer.com/journal/40763		40763		fulltext		Springer Berlin Heidelberg	Serial							
Il Nuovo Cimento B (1965-1970)	0369-3554	1826-9877	1965	40	1	1970	70	2	http://link.springer.com/journal/11542		11542		fulltext		Springer Berlin Heidelberg	Serial							
Il Nuovo Cimento B (1971-1996)		1826-9877	1971	1	1	1996	111	12	http://link.springer.com/journal/40764		40764		fulltext		Springer Berlin Heidelberg	Serial							
Il Nuovo Cimento C	0390-5551		1978	1	1	1996	19	6	http://link.springer.com/journal/11543		11543		fulltext		Kluwer Academic Publishers	Serial							
Il Nuovo Cimento D	0392-6737	1826-9893	1982	1	1	1996		12	http://link.springer.com/journal/11544		11544		fulltext		Springer Netherlands	Serial							
